Country;iso3;year;month;type;expected.mean;acm.mean;excess.mean*;cumul.excess.mean*;cumul.excess.low*;cumul.excess.high*
Italy;ITA;2021;11;reported;52604;54870;2259;179713;165764;195318
Italy;ITA;2021;12;reported;60543;65101;4551;184264;168849;199967
Jamaica;JAM;2020;1;reported;1616;1596;-40;-40;-100;18
Jamaica;JAM;2020;2;reported;1629;1453;-196;-236;-327;-146
Jamaica;JAM;2020;3;reported;1609;1525;-105;-341;-454;-226
Jamaica;JAM;2020;4;reported;1557;1479;-98;-439;-570;-298
Jamaica;JAM;2020;5;reported;1544;1462;-102;-541;-690;-386
Jamaica;JAM;2020;6;reported;1563;1503;-80;-621;-794;-442
Jamaica;JAM;2020;7;reported;1584;1551;-53;-675;-859;-486
Jamaica;JAM;2020;8;reported;1560;1672;92;-583;-779;-384
Jamaica;JAM;2020;9;reported;1535;1685;129;-453;-659;-242
Jamaica;JAM;2020;10;reported;1535;1659;103;-350;-572;-115
Jamaica;JAM;2020;11;reported;1570;1628;38;-312;-536;-79
Jamaica;JAM;2020;12;reported;1632;1765;113;-199;-423;35
Jamaica;JAM;2021;1;reported;1636;1704;45;-154;-390;101
Jamaica;JAM;2021;2;reported;1651;1806;133;-20;-287;250
Jamaica;JAM;2021;3;reported;1628;2435;785;765;493;1039
Jamaica;JAM;2021;4;reported;1579;1892;291;1056;770;1335
Jamaica;JAM;2021;5;reported;1560;1713;131;1187;891;1468
Jamaica;JAM;2021;6;reported;1580;1539;-63;1125;813;1418
Jamaica;JAM;2021;7;reported;1600;1601;-21;1104;784;1411
Jamaica;JAM;2021;8;reported;1576;2986;1388;2491;2171;2806
Jamaica;JAM;2021;9;reported;1554;3583;2007;4498;4156;4824
Jamaica;JAM;2021;10;reported;1551;2028;455;4953;4595;5290
Jamaica;JAM;2021;11;reported;1587;1556;-53;4900;4548;5254
Jamaica;JAM;2021;12;predicted;1655;1928;251;5151;4529;5849
Jordan;JOR;2020;1;reported;2965;3597;632;632;446;813
Jordan;JOR;2020;2;reported;2842;2777;-66;567;286;834
Jordan;JOR;2020;3;reported;2695;2772;76;643;292;979
Jordan;JOR;2020;4;reported;2540;2324;-216;426;35;790
Jordan;JOR;2020;5;reported;2441;2620;179;605;162;1015
Jordan;JOR;2020;6;reported;2393;2306;-88;518;47;968
Jordan;JOR;2020;7;reported;2424;2356;-68;450;-51;919
Jordan;JOR;2020;8;reported;2476;2455;-21;429;-95;937
Jordan;JOR;2020;9;reported;2539;2554;15;444;-83;954
Jordan;JOR;2020;10;reported;2689;3807;1118;1562;1017;2115
Jordan;JOR;2020;11;reported;2867;5531;2664;4226;3633;4808
Jordan;JOR;2020;12;reported;2994;3780;786;5011;4360;5683
Jordan;JOR;2021;1;reported;2987;3551;564;5575;4915;6268
Jordan;JOR;2021;2;reported;2882;3167;285;5860;5095;6604
Jordan;JOR;2021;3;reported;2712;6114;3402;9262;8462;9995
Jordan;JOR;2021;4;reported;2571;5228;2657;11919;11120;12668
Jordan;JOR;2021;5;reported;2473;3490;1017;12936;12104;13753
Jordan;JOR;2021;6;reported;2420;2801;381;13317;12423;14110
Jordan;JOR;2021;7;reported;2452;2938;486;13804;12943;14646
Jordan;JOR;2021;8;reported;2503;3092;589;14392;13460;15233
Jordan;JOR;2021;9;reported;2580;2693;113;14505;13546;15392
Jordan;JOR;2021;10;reported;2713;2910;197;14702;13690;15654
Jordan;JOR;2021;11;reported;2914;3490;576;15278;14307;16262
Jordan;JOR;2021;12;reported;3032;4387;1355;16633;15596;17687
Japan;JPN;2020;1;reported;133479;132622;-865;-865;-3813;2065
Japan;JPN;2020;2;reported;123313;117010;-6311;-7176;-12010;-2384
Japan;JPN;2020;3;reported;122963;119161;-3810;-10986;-16694;-4727
Japan;JPN;2020;4;reported;114263;113362;-909;-11895;-18831;-4855
Japan;JPN;2020;5;reported;110549;108380;-2177;-14073;-21674;-6364
Japan;JPN;2020;6;reported;103233;100423;-2818;-16890;-25182;-8811
Japan;JPN;2020;7;reported;107936;104849;-3095;-19985;-28906;-10933
Japan;JPN;2020;8;reported;110154;111591;1429;-18556;-28281;-9489
Japan;JPN;2020;9;reported;108176;107468;-716;-19272;-28965;-9809
Japan;JPN;2020;10;reported;115931;118038;2099;-17173;-26774;-7013
Japan;JPN;2020;11;reported;120848;118455;-2401;-19574;-30408;-8736
Japan;JPN;2020;12;reported;135524;133185;-2347;-21921;-33422;-9954
Japan;JPN;2021;1;reported;135792;140844;5044;-16877;-28590;-4590
Japan;JPN;2021;2;reported;125494;118984;-6518;-23395;-36336;-10347
Japan;JPN;2021;3;reported;125230;123579;-1659;-25054;-38211;-11555
Japan;JPN;2021;4;reported;116075;118169;2086;-22968;-36646;-8681
Japan;JPN;2021;5;reported;112452;118634;6174;-16794;-30753;-2000
Japan;JPN;2021;6;reported;104952;108734;3774;-13020;-26870;2604
Japan;JPN;2021;7;reported;109677;112222;2537;-10483;-24968;4890
Japan;JPN;2021;8;reported;112038;117804;5758;-4725;-19240;10921
Japan;JPN;2021;9;reported;109921;115706;5777;1052;-14247;17621
Japan;JPN;2021;10;reported;117824;120781;2949;4001;-11678;21108
Japan;JPN;2021;11;reported;122778;122806;20;4020;-12600;21165
Japan;JPN;2021;12;reported;137842;134026;-3824;196;-17061;17466
Kazakhstan;KAZ;2020;1;reported;10947;11867;918;918;554;1284
Kazakhstan;KAZ;2020;2;reported;10947;10842;-106;811;313;1351
Kazakhstan;KAZ;2020;3;reported;10949;8511;-2440;-1629;-2265;-968
Kazakhstan;KAZ;2020;4;reported;10943;4441;-6503;-8132;-8893;-7352
Kazakhstan;KAZ;2020;5;reported;10948;14358;3409;-4723;-5583;-3827
Kazakhstan;KAZ;2020;6;reported;10952;14949;3995;-728;-1647;238
Kazakhstan;KAZ;2020;7;reported;10955;28178;17222;16493;15442;17532
Kazakhstan;KAZ;2020;8;reported;10939;17835;6894;23387;22271;24488
Kazakhstan;KAZ;2020;9;reported;10948;13672;2723;26110;24910;27282
Kazakhstan;KAZ;2020;10;reported;10954;12489;1533;27643;26319;28973
Kazakhstan;KAZ;2020;11;reported;10942;12388;1444;29087;27655;30473
Kazakhstan;KAZ;2020;12;reported;10950;13083;2131;31218;29732;32654
Kazakhstan;KAZ;2021;1;reported;10944;12478;1534;32753;31210;34316
Kazakhstan;KAZ;2021;2;reported;10936;11186;250;33002;31337;34664
Kazakhstan;KAZ;2021;3;reported;10944;12476;1531;34534;32757;36259
Kazakhstan;KAZ;2021;4;reported;10947;13317;2370;36904;35082;38752
Kazakhstan;KAZ;2021;5;reported;10932;14202;3269;40173;38358;42034
Kazakhstan;KAZ;2021;6;reported;10944;12904;1960;42133;40209;44087
Kazakhstan;KAZ;2021;7;reported;10941;16700;5758;47892;45800;49891
Kazakhstan;KAZ;2021;8;reported;10943;24342;13398;61290;59182;63387
Kazakhstan;KAZ;2021;9;reported;10933;19975;9042;70332;68234;72554
Kazakhstan;KAZ;2021;10;reported;10947;16002;5055;75387;73134;77768
Kazakhstan;KAZ;2021;11;reported;10952;15862;4909;80296;77982;82767
Kazakhstan;KAZ;2021;12;reported;10940;13913;2972;83269;80958;85852
Kenya;KEN;2020;1;predicted;24586;25445;859;859;-5059;7997
Kenya;KEN;2020;2;predicted;24644;24826;181;1040;-7335;11089
Kenya;KEN;2020;3;predicted;24463;23267;-1196;-157;-10583;11946
Kenya;KEN;2020;4;predicted;24708;22364;-2344;-2500;-14114;11240
Kenya;KEN;2020;5;predicted;24694;23677;-1017;-3518;-17550;11221
Kenya;KEN;2020;6;predicted;24812;25369;557;-2960;-17241;13060
Kenya;KEN;2020;7;predicted;24891;27153;2262;-698;-16125;17417
Kenya;KEN;2020;8;predicted;24878;27440;2563;1864;-15176;21672
Kenya;KEN;2020;9;predicted;24741;26130;1388;3253;-15578;24497
Kenya;KEN;2020;10;predicted;24570;25942;1372;4624;-15576;26574
Kenya;KEN;2020;11;predicted;24661;26916;2255;6879;-14234;29144
Kenya;KEN;2020;12;predicted;24603;25681;1078;7957;-15006;32893
Kenya;KEN;2021;1;predicted;24825;25447;623;8580;-14107;34945
Kenya;KEN;2021;2;predicted;24877;25907;1030;9610;-15117;37683
Kenya;KEN;2021;3;predicted;24690;27677;2988;12597;-12041;40156
Kenya;KEN;2021;4;predicted;24941;28004;3063;15661;-10458;45415
Kenya;KEN;2021;5;predicted;24931;26523;1592;17253;-10495;48108
Kenya;KEN;2021;6;predicted;25045;26602;1557;18810;-10517;50914
Kenya;KEN;2021;7;predicted;25118;26440;1322;20131;-8827;51789
Kenya;KEN;2021;8;predicted;25106;29658;4552;24683;-6417;59702
Kenya;KEN;2021;9;predicted;24972;26629;1657;26340;-3481;60675
Kenya;KEN;2021;10;predicted;24801;24949;147;26487;-4357;62511
Kenya;KEN;2021;11;predicted;24889;24994;104;26591;-5384;60102
Kenya;KEN;2021;12;predicted;24835;26321;1485;28077;-4904;62477
Kyrgyzstan;KGZ;2020;1;reported;2980;3082;102;102;9;196
Kyrgyzstan;KGZ;2020;2;reported;2588;2900;312;414;266;562
Kyrgyzstan;KGZ;2020;3;reported;2688;2390;-298;116;-74;304
Kyrgyzstan;KGZ;2020;4;reported;2662;1263;-1399;-1284;-1507;-1076
Kyrgyzstan;KGZ;2020;5;reported;2716;2919;203;-1081;-1328;-841
Kyrgyzstan;KGZ;2020;6;reported;2600;3559;959;-121;-384;128
Kyrgyzstan;KGZ;2020;7;reported;2813;4045;1232;1111;827;1391
Kyrgyzstan;KGZ;2020;8;reported;2603;4572;1969;3080;2769;3387
Kyrgyzstan;KGZ;2020;9;reported;2506;3411;905;3985;3662;4340
Kyrgyzstan;KGZ;2020;10;reported;2703;3423;720;4705;4340;5063
Kyrgyzstan;KGZ;2020;11;reported;2746;4154;1408;6113;5738;6481
Kyrgyzstan;KGZ;2020;12;reported;2951;4259;1308;7421;7037;7807
Kyrgyzstan;KGZ;2021;1;reported;2947;2988;37;7458;7045;7845
Kyrgyzstan;KGZ;2021;2;reported;2560;2621;57;7515;7081;7915
Kyrgyzstan;KGZ;2021;3;reported;2660;3137;473;7988;7528;8416
Kyrgyzstan;KGZ;2021;4;reported;2633;3024;387;8375;7908;8848
Kyrgyzstan;KGZ;2021;5;reported;2688;2868;176;8552;8077;9044
Kyrgyzstan;KGZ;2021;6;reported;2575;3375;797;9348;8848;9834
Kyrgyzstan;KGZ;2021;7;reported;2782;3835;1049;10398;9858;10917
Kyrgyzstan;KGZ;2021;8;reported;2578;3810;1228;11626;11072;12165
Kyrgyzstan;KGZ;2021;9;reported;2485;3307;818;12444;11919;12991
Kyrgyzstan;KGZ;2021;10;reported;2674;3257;579;13023;12464;13582
Kyrgyzstan;KGZ;2021;11;reported;2716;3381;661;13684;13092;14266
Kyrgyzstan;KGZ;2021;12;reported;2922;3590;664;14348;13775;14919
Cambodia;KHM;2020;1;predicted;8212;8465;253;253;-1845;2761
Cambodia;KHM;2020;2;predicted;8212;8365;153;406;-2585;4009
Cambodia;KHM;2020;3;predicted;8121;7866;-255;151;-3561;4683
Cambodia;KHM;2020;4;predicted;8105;7624;-481;-331;-4721;4638
Cambodia;KHM;2020;5;predicted;8087;7924;-163;-493;-5470;4934
Cambodia;KHM;2020;6;predicted;8156;8247;91;-403;-5890;5670
Cambodia;KHM;2020;7;predicted;8172;8350;178;-225;-6193;5797
Cambodia;KHM;2020;8;predicted;8189;8388;199;-25;-6469;6590
Cambodia;KHM;2020;9;predicted;8186;8226;41;15;-6663;7371
Cambodia;KHM;2020;10;predicted;8285;8119;-167;-151;-7112;7653
Cambodia;KHM;2020;11;predicted;8234;8115;-119;-270;-7484;7998
Cambodia;KHM;2020;12;predicted;8288;8120;-168;-438;-8068;7650
Cambodia;KHM;2021;1;predicted;8347;8498;151;-288;-8225;8001
Cambodia;KHM;2021;2;predicted;8344;8427;82;-205;-8388;8483
Cambodia;KHM;2021;3;predicted;8250;8530;280;75;-8244;9531
Cambodia;KHM;2021;4;predicted;8232;8670;438;513;-8419;10374
Cambodia;KHM;2021;5;predicted;8216;8797;580;1093;-7910;11347
Cambodia;KHM;2021;6;predicted;8285;9382;1097;2191;-7268;12885
Cambodia;KHM;2021;7;predicted;8306;10101;1796;3986;-5908;14978
Cambodia;KHM;2021;8;predicted;8317;9700;1383;5370;-4776;16427
Cambodia;KHM;2021;9;predicted;8317;9757;1440;6810;-3953;18223
Cambodia;KHM;2021;10;predicted;8418;9556;1137;7947;-2909;20469
Cambodia;KHM;2021;11;predicted;8365;8965;600;8548;-2447;20888
Cambodia;KHM;2021;12;predicted;8429;8987;558;9106;-2475;21750
Kiribati;KIR;2020;1;predicted;109;108;-1;-1;-33;41
Kiribati;KIR;2020;2;predicted;110;106;-3;-4;-53;50
Kiribati;KIR;2020;3;predicted;109;109;0;-4;-68;61
Kiribati;KIR;2020;4;predicted;109;109;0;-5;-76;73
Kiribati;KIR;2020;5;predicted;109;116;6;2;-81;93
Kiribati;KIR;2020;6;predicted;109;117;7;9;-82;105
Kiribati;KIR;2020;7;predicted;110;116;7;15;-85;117
Kiribati;KIR;2020;8;predicted;110;116;6;22;-86;134
Kiribati;KIR;2020;9;predicted;110;114;4;26;-87;141
Kiribati;KIR;2020;10;predicted;110;113;4;30;-87;151
Kiribati;KIR;2020;11;predicted;110;113;3;33;-97;160
Kiribati;KIR;2020;12;predicted;109;112;3;36;-99;175
Kiribati;KIR;2021;1;predicted;111;116;5;41;-103;187
Kiribati;KIR;2021;2;predicted;111;120;9;49;-96;199
Kiribati;KIR;2021;3;predicted;111;118;7;56;-94;207
Kiribati;KIR;2021;4;predicted;111;120;9;65;-87;226
Kiribati;KIR;2021;5;predicted;111;122;11;76;-79;238
Kiribati;KIR;2021;6;predicted;111;123;12;88;-75;260
Kiribati;KIR;2021;7;predicted;111;127;16;104;-64;279
Kiribati;KIR;2021;8;predicted;111;123;12;116;-55;297
Kiribati;KIR;2021;9;predicted;111;124;13;130;-45;320
Kiribati;KIR;2021;10;predicted;111;122;10;140;-44;334
Kiribati;KIR;2021;11;predicted;111;122;10;150;-36;349
Kiribati;KIR;2021;12;predicted;111;122;11;161;-30;364
Saint Kitts and Nevis;KNA;2020;1;reported;34;32;-2;-2;-6;2
Saint Kitts and Nevis;KNA;2020;2;reported;34;34;0;-1;-7;4
Saint Kitts and Nevis;KNA;2020;3;reported;34;38;4;3;-4;10
Saint Kitts and Nevis;KNA;2020;4;reported;34;30;-4;-1;-9;8
Saint Kitts and Nevis;KNA;2020;5;reported;33;39;6;5;-4;15
Saint Kitts and Nevis;KNA;2020;6;reported;33;41;8;13;3;23
Saint Kitts and Nevis;KNA;2020;7;reported;33;42;9;21;10;33
Saint Kitts and Nevis;KNA;2020;8;reported;33;31;-2;19;7;32
Saint Kitts and Nevis;KNA;2020;9;reported;33;32;-1;18;5;32
Saint Kitts and Nevis;KNA;2020;10;reported;33;36;3;21;8;36
Saint Kitts and Nevis;KNA;2020;11;reported;33;29;-4;17;3;33
Saint Kitts and Nevis;KNA;2020;12;reported;33;34;1;19;3;35
Saint Kitts and Nevis;KNA;2021;1;reported;33;56;23;42;25;59
Saint Kitts and Nevis;KNA;2021;2;reported;33;30;-3;39;21;57
Saint Kitts and Nevis;KNA;2021;3;reported;33;30;-3;37;18;55
Saint Kitts and Nevis;KNA;2021;4;reported;32;31;-1;35;16;55
Saint Kitts and Nevis;KNA;2021;5;reported;32;32;0;35;15;55
Saint Kitts and Nevis;KNA;2021;6;reported;32;36;4;39;18;59
Saint Kitts and Nevis;KNA;2021;7;reported;32;36;4;43;22;65
Saint Kitts and Nevis;KNA;2021;8;reported;32;47;15;58;36;80
Saint Kitts and Nevis;KNA;2021;9;reported;32;66;34;92;69;115
Saint Kitts and Nevis;KNA;2021;10;reported;32;57;25;117;93;141
Saint Kitts and Nevis;KNA;2021;11;reported;32;43;11;128;103;152
Saint Kitts and Nevis;KNA;2021;12;reported;32;42;10;139;113;164
Republic of Korea;KOR;2020;1;reported;26706;28407;1691;1691;864;2452
Republic of Korea;KOR;2020;2;reported;26416;25553;-873;817;-397;2009
Republic of Korea;KOR;2020;3;reported;26012;25913;-108;709;-765;2288
Republic of Korea;KOR;2020;4;reported;25312;24650;-672;36;-1782;1988
Republic of Korea;KOR;2020;5;reported;24573;24416;-167;-131;-2045;2026
Republic of Korea;KOR;2020;6;reported;23902;23600;-312;-443;-2647;1806
Republic of Korea;KOR;2020;7;reported;23742;23975;224;-219;-2532;2227
Republic of Korea;KOR;2020;8;reported;23907;25255;1338;1119;-1299;3782
Republic of Korea;KOR;2020;9;reported;24318;24416;88;1207;-1386;3808
Republic of Korea;KOR;2020;10;reported;25234;26391;1147;2354;-402;5196
Republic of Korea;KOR;2020;11;reported;26262;25585;-687;1667;-1167;4619
Republic of Korea;KOR;2020;12;reported;27146;26888;-268;1399;-1627;4440
Republic of Korea;KOR;2021;1;reported;27201;27216;15;1414;-1637;4544
Republic of Korea;KOR;2021;2;reported;26916;23836;-3080;-1666;-4867;1681
Republic of Korea;KOR;2021;3;reported;26505;26519;14;-1653;-4963;1919
Republic of Korea;KOR;2021;4;reported;25789;25097;-692;-2345;-5885;1336
Republic of Korea;KOR;2021;5;reported;25054;25597;543;-1802;-5687;2203
Republic of Korea;KOR;2021;6;reported;24371;24366;-5;-1807;-5853;2283
Republic of Korea;KOR;2021;7;reported;24191;25693;1502;-305;-4529;3677
Republic of Korea;KOR;2021;8;reported;24363;25926;1563;1258;-3022;5409
Republic of Korea;KOR;2021;9;reported;24747;25627;880;2138;-2335;6530
Republic of Korea;KOR;2021;10;reported;25695;27750;2055;4193;-218;8760
Republic of Korea;KOR;2021;11;reported;26759;28299;1540;5733;1210;10540
Republic of Korea;KOR;2021;12;reported;27684;31580;3896;9629;4742;14615
Kuwait;KWT;2020;1;reported;697;599;-99;-99;-129;-67
Kuwait;KWT;2020;2;reported;625;607;-18;-117;-165;-72
Kuwait;KWT;2020;3;reported;621;636;15;-102;-163;-47
Kuwait;KWT;2020;4;reported;598;702;104;2;-70;69
Kuwait;KWT;2020;5;reported;591;1347;756;758;678;831
Kuwait;KWT;2020;6;reported;586;1235;649;1407;1320;1491
Kuwait;KWT;2020;7;reported;578;1047;469;1876;1782;1961
Kuwait;KWT;2020;8;reported;559;907;348;2224;2125;2316
Kuwait;KWT;2020;9;reported;559;878;319;2543;2441;2641
Kuwait;KWT;2020;10;reported;579;906;327;2869;2759;2975
Kuwait;KWT;2020;11;reported;654;903;249;3118;3000;3226
Kuwait;KWT;2020;12;reported;716;802;86;3204;3085;3322
Kuwait;KWT;2021;1;reported;718;764;46;3250;3128;3371
Kuwait;KWT;2021;2;reported;645;749;104;3354;3224;3493
Kuwait;KWT;2021;3;reported;640;1037;397;3751;3610;3893
Kuwait;KWT;2021;4;reported;616;1098;482;4232;4083;4383
Kuwait;KWT;2021;5;reported;611;991;380;4612;4458;4759
Kuwait;KWT;2021;6;reported;604;1032;428;5040;4884;5196
Kuwait;KWT;2021;7;reported;595;1461;866;5906;5745;6063
Kuwait;KWT;2021;8;reported;577;1135;558;6464;6304;6629
Kuwait;KWT;2021;9;reported;576;738;162;6626;6458;6790
Kuwait;KWT;2021;10;reported;598;602;4;6630;6453;6797
Kuwait;KWT;2021;11;reported;674;634;-40;6590;6407;6757
Kuwait;KWT;2021;12;reported;738;697;-41;6548;6362;6730
Lao People's Democratic Republic;LAO;2020;1;predicted;3718;3811;93;93;-809;1247
Lao People's Democratic Republic;LAO;2020;2;predicted;3707;3711;4;97;-1234;1465
Lao People's Democratic Republic;LAO;2020;3;predicted;3641;3599;-43;54;-1537;1816
Lao People's Democratic Republic;LAO;2020;4;predicted;3627;3170;-457;-403;-2211;1515
Lao People's Democratic Republic;LAO;2020;5;predicted;3576;3404;-172;-575;-2533;1556
Lao People's Democratic Republic;LAO;2020;6;predicted;3590;3689;99;-476;-2752;1941
Lao People's Democratic Republic;LAO;2020;7;predicted;3594;3751;157;-319;-2881;2390
Lao People's Democratic Republic;LAO;2020;8;predicted;3612;3776;164;-156;-2876;2890
Lao People's Democratic Republic;LAO;2020;9;predicted;3611;3728;117;-38;-2897;2951
Lao People's Democratic Republic;LAO;2020;10;predicted;3672;3757;85;46;-3027;3223
Lao People's Democratic Republic;LAO;2020;11;predicted;3686;3749;64;110;-3037;3691
Lao People's Democratic Republic;LAO;2020;12;predicted;3748;3823;75;185;-3157;3787
Lao People's Democratic Republic;LAO;2021;1;predicted;3738;3853;115;300;-3374;3984
Lao People's Democratic Republic;LAO;2021;2;predicted;3731;3844;113;413;-3370;4334
Lao People's Democratic Republic;LAO;2021;3;predicted;3662;3764;102;515;-3668;4471
Lao People's Democratic Republic;LAO;2021;4;predicted;3649;3778;129;644;-3573;4727
Lao People's Democratic Republic;LAO;2021;5;predicted;3597;3455;-142;503;-3888;4555
Lao People's Democratic Republic;LAO;2021;6;predicted;3613;3493;-120;383;-3871;4472
Lao People's Democratic Republic;LAO;2021;7;predicted;3618;3745;127;510;-4012;4927
Lao People's Democratic Republic;LAO;2021;8;predicted;3633;3870;236;746;-3726;5461
Lao People's Democratic Republic;LAO;2021;9;predicted;3631;3728;97;843;-3634;5657
Lao People's Democratic Republic;LAO;2021;10;predicted;3694;4080;387;1229;-3493;6161
Lao People's Democratic Republic;LAO;2021;11;predicted;3708;4365;658;1887;-2939;6947
Lao People's Democratic Republic;LAO;2021;12;predicted;3770;4629;859;2746;-2393;7995
Lebanon;LBN;2020;1;reported;2763;3475;686;686;518;860
Lebanon;LBN;2020;2;reported;2858;3107;222;908;647;1167
Lebanon;LBN;2020;3;reported;2851;2778;-99;809;477;1133
Lebanon;LBN;2020;4;reported;2709;2296;-440;369;-27;739
Lebanon;LBN;2020;5;reported;2561;2729;141;510;71;925
Lebanon;LBN;2020;6;reported;2429;2283;-173;337;-155;775
Lebanon;LBN;2020;7;reported;2333;2423;64;401;-103;871
Lebanon;LBN;2020;8;reported;2301;2674;346;747;213;1262
Lebanon;LBN;2020;9;reported;2337;2773;410;1157;611;1684
Lebanon;LBN;2020;10;reported;2473;3457;958;2115;1549;2661
Lebanon;LBN;2020;11;reported;2600;3572;945;3060;2418;3649
Lebanon;LBN;2020;12;reported;2757;3931;1148;4208;3540;4857
Lebanon;LBN;2021;1;reported;2744;5477;2725;6933;6223;7636
Lebanon;LBN;2021;2;reported;2849;5252;2396;9329;8622;10028
Lebanon;LBN;2021;3;reported;2831;5720;2882;12211;11444;12966
Lebanon;LBN;2021;4;reported;2695;4481;1778;13989;13208;14782
Lebanon;LBN;2021;5;reported;2551;3107;549;14538;13684;15357
Lebanon;LBN;2021;6;reported;2416;2544;120;14658;13783;15532
Lebanon;LBN;2021;7;reported;2322;2747;418;15076;14208;15910
Lebanon;LBN;2021;8;reported;2285;3292;999;16075;15179;16935
Lebanon;LBN;2021;9;reported;2317;3152;827;16902;15987;17794
Lebanon;LBN;2021;10;reported;2451;2966;508;17410;16455;18332
Lebanon;LBN;2021;11;reported;2582;3401;811;18221;17250;19193
Lebanon;LBN;2021;12;reported;2729;4063;1326;19547;18542;20518
Liberia;LBR;2020;1;predicted;3023;3125;102;102;-780;1163
Liberia;LBR;2020;2;predicted;3009;3033;23;125;-1078;1667
Liberia;LBR;2020;3;predicted;2990;2942;-48;78;-1421;1852
Liberia;LBR;2020;4;predicted;2996;2936;-60;18;-1737;2056
Liberia;LBR;2020;5;predicted;3014;3014;0;17;-1900;2231
Liberia;LBR;2020;6;predicted;3032;3159;127;145;-2031;2534
Liberia;LBR;2020;7;predicted;3052;3379;328;472;-1800;3145
Liberia;LBR;2020;8;predicted;3049;3228;179;651;-1792;3455
Liberia;LBR;2020;9;predicted;3044;3087;42;694;-1893;3626
Liberia;LBR;2020;10;predicted;3043;3042;-1;692;-2186;3720
Liberia;LBR;2020;11;predicted;3027;2985;-42;651;-2238;3812
Liberia;LBR;2020;12;predicted;3015;2960;-56;595;-2295;3780
Liberia;LBR;2021;1;predicted;2988;3031;43;638;-2436;3905
Liberia;LBR;2021;2;predicted;2987;3158;171;809;-2459;4338
Liberia;LBR;2021;3;predicted;2965;3081;116;926;-2565;4567
Liberia;LBR;2021;4;predicted;2977;2955;-22;904;-2666;4609
Liberia;LBR;2021;5;predicted;2981;2985;3;907;-3071;4875
Liberia;LBR;2021;6;predicted;2998;3414;416;1323;-2622;5277
Liberia;LBR;2021;7;predicted;3026;3440;414;1737;-2200;6013
Liberia;LBR;2021;8;predicted;3029;3100;71;1808;-2202;6107
Liberia;LBR;2021;9;predicted;3021;3047;26;1834;-2310;6348
Liberia;LBR;2021;10;predicted;3032;3018;-15;1819;-2457;6423
Liberia;LBR;2021;11;predicted;2998;2987;-11;1808;-2613;6605
Liberia;LBR;2021;12;predicted;2983;3083;100;1908;-2612;6643
Libya;LBY;2020;1;predicted;2551;2625;74;74;-569;908
Libya;LBY;2020;2;predicted;2512;2495;-16;57;-910;1213
Libya;LBY;2020;3;predicted;2464;2342;-121;-64;-1227;1246
Libya;LBY;2020;4;predicted;2400;2195;-205;-269;-1534;1319
Libya;LBY;2020;5;predicted;2330;2277;-53;-323;-1782;1383
Libya;LBY;2020;6;predicted;2296;2562;266;-56;-1585;1792
Libya;LBY;2020;7;predicted;2294;2766;472;416;-1252;2357
Libya;LBY;2020;8;predicted;2287;2943;656;1072;-874;3187
Libya;LBY;2020;9;predicted;2312;2953;641;1713;-402;4145
Libya;LBY;2020;10;predicted;2372;2828;456;2170;-244;4643
Libya;LBY;2020;11;predicted;2462;3216;754;2924;434;5702
Libya;LBY;2020;12;predicted;2525;3058;534;3458;855;6288
Libya;LBY;2021;1;predicted;2612;3172;560;4018;1183;6789
Libya;LBY;2021;2;predicted;2568;3014;446;4464;1471;7541
Libya;LBY;2021;3;predicted;2516;3230;715;5178;2142;8459
Libya;LBY;2021;4;predicted;2459;3128;669;5848;2592;9272
Libya;LBY;2021;5;predicted;2389;2725;336;6184;3045;9663
Libya;LBY;2021;6;predicted;2354;2731;377;6560;3362;10008
Libya;LBY;2021;7;predicted;2344;2996;652;7213;3853;10845
Libya;LBY;2021;8;predicted;2346;3498;1152;8365;4795;12162
Libya;LBY;2021;9;predicted;2362;3093;731;9096;5491;12880
Libya;LBY;2021;10;predicted;2428;3070;642;9738;6002;13711
Libya;LBY;2021;11;predicted;2515;3043;528;10267;6462;14547
Libya;LBY;2021;12;predicted;2578;3017;439;10706;6968;15002
Saint Lucia;LCA;2020;1;predicted;131;137;6;6;-34;53
Saint Lucia;LCA;2020;2;predicted;131;133;2;7;-51;75
Saint Lucia;LCA;2020;3;predicted;132;133;1;8;-66;88
Saint Lucia;LCA;2020;4;predicted;131;133;3;11;-75;102
Saint Lucia;LCA;2020;5;predicted;130;133;4;15;-79;117
Saint Lucia;LCA;2020;6;predicted;129;131;2;16;-90;125
Saint Lucia;LCA;2020;7;predicted;130;128;-2;14;-97;135
Saint Lucia;LCA;2020;8;predicted;130;127;-3;12;-107;137
Saint Lucia;LCA;2020;9;predicted;130;127;-3;9;-114;147
Saint Lucia;LCA;2020;10;predicted;130;126;-4;5;-128;147
Saint Lucia;LCA;2020;11;predicted;131;138;7;11;-128;157
Saint Lucia;LCA;2020;12;predicted;131;145;14;25;-120;173
Saint Lucia;LCA;2021;1;predicted;136;167;31;57;-96;223
Saint Lucia;LCA;2021;2;predicted;136;189;53;110;-59;284
Saint Lucia;LCA;2021;3;predicted;136;196;60;170;3;360
Saint Lucia;LCA;2021;4;predicted;135;181;46;215;23;415
Saint Lucia;LCA;2021;5;predicted;135;155;20;236;37;441
Saint Lucia;LCA;2021;6;predicted;134;164;29;265;64;479
Saint Lucia;LCA;2021;7;predicted;134;157;23;288;66;504
Saint Lucia;LCA;2021;8;predicted;134;185;51;338;120;565
